ID1,ID2,EdgeType,Score,Annotation
3636,3651,MS1 annotation,4.000,[M+NH4]+ [2M+Na]+ dm/z=453.1859
3647,3651,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
3651,3654,MS1 annotation,4.000,[M+K]+ [M+NH4]+ dm/z=20.9282
3659,3686,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9936
3659,3686,MS1 annotation,3.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9936
3661,3686,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0042
3720,3721,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
3723,3724,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
3758,3768,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
3805,3822,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9547
3805,3822,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9547
3839,3843,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9553
3839,3843,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
3876,3878,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
3876,3878,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9552
3883,3885,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
3932,3936,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
3948,3952,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9557
3965,3967,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9820
3965,3973,MS1 annotation,3.000,[M+K]+ [M+H]+ dm/z=37.9561
3967,3973,MS1 annotation,3.000,[M+K]+ [M+Na]+ dm/z=15.9742
3984,3994,MS1 annotation,3.000,[M-NH3+K]+ [M+H]+ dm/z=20.9293
3984,3992,MS1 annotation,3.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9555
3984,3994,MS1 annotation,3.000,[M+K]+ [M+NH4]+ dm/z=20.9293
