CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
18339	18781	16	0.8563	-0.000
13113	14298	16	0.8687	-0.000
11202	13344	16	0.8707	-14.016
11202	13433	16	0.8798	15.995
9393	12753	16	0.8446	-14.017
13433	17956	16	0.9129	15.995
11665	13433	16	0.9254	15.995
11037	13433	16	0.8686	-14.015
13113	13433	16	0.8985	-0.000
11665	17956	16	0.9266	31.991
13554	14020	16	0.868	-0.000
9393	11665	16	0.8797	-14.016
12753	14298	16	0.8718	15.996
17272	18264	16	0.9208	0.000
13113	17272	16	0.8672	15.995
11665	12753	16	0.8886	-0.001
7118	16317	16	0.8565	-146.037
13554	14502	16	0.855	0.000
11202	15340	16	0.8436	58.005
16242	16284	16	0.9142	0.003
18264	18293	16	0.8996	-486.136
17930	17956	16	0.9032	486.137
13113	13554	16	0.8854	-14.016
11202	11665	16	0.9253	-0.000
17272	17956	16	0.9561	0.000
3032	6252	16	0.879	-14.016
15340	17956	16	0.8847	-26.015
11037	16242	16	0.8505	15.992
9393	16242	16	0.8544	31.986
14298	15340	16	0.8862	42.010
9393	11202	16	0.8525	-14.016
14298	18264	16	0.9041	15.995
5473	7118	16	0.8697	-14.016
17272	17930	16	0.9024	-486.137
11037	16284	16	0.875	15.995
13433	14929	16	0.9016	-14.016
16317	16319	16	0.8489	-0.003
14929	15804	16	0.8832	-0.000
14929	18339	16	0.8526	15.995
13344	14929	16	0.8865	15.996
11202	17272	16	0.8851	31.990
13433	14298	16	0.9405	0.000
13433	18264	16	0.9121	15.995
13344	19198	16	0.8448	31.990
14569	15340	16	0.8543	0.001
11665	17272	16	0.9094	31.990
11202	17956	16	0.881	31.990
17956	18264	16	0.9488	-0.000
11665	15340	16	0.8974	58.006
14298	15804	16	0.8794	-14.016
5473	14929	16	0.8628	-146.037
5473	15804	16	0.8462	-146.037
12423	13344	16	0.8425	-0.001
7118	16319	16	0.8543	-146.040
3032	5473	16	0.885	0.000
5473	13344	16	0.8626	-162.033
7820	7950	17	0.8129	0.001
6985	13135	19	0.9537	40.979
