ID1,ID2,EdgeType,Score,Annotation
6417,6420,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9817
6427,6433,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
6430,6438,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
6445,6446,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
6450,6451,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
6450,6451,MS1 annotation,2.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9925
6462,6470,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
6487,6515,MS1 annotation,4.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0032
6487,6489,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9820
6487,6494,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9926
6507,6514,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
6507,6514,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9818
6530,6531,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
6538,6539,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
6565,6577,MS1 annotation,3.000,[M+Na]+ [M+K]+ dm/z=15.9740
6565,6578,MS1 annotation,3.000,[M+NH4]+ [M+K]+ dm/z=20.9296
6577,6578,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9555
6599,6607,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
6638,6639,MS1 annotation,3.000,[M+K]+ [M+NH4]+ dm/z=20.9284
6638,6640,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9549
6639,6640,MS1 annotation,3.000,[M+Na]+ [M+K]+ dm/z=15.9735
6647,6659,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
6682,6684,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9821
6682,6684,MS1 annotation,3.000,[M+Na]+ [2M+2H]+2 dm/z=21.9821
6684,6686,MS1 annotation,3.000,[M+K]+ [M+Na]+ dm/z=15.9737
6708,6711,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
6708,6711,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9819
6719,6727,MS1 annotation,4.000,[M+NH4]+ [2M+Na]+ dm/z=453.1856
6719,6720,MS1 annotation,4.000,[M+K]+ [2M+Na]+ dm/z=432.2572
6720,6733,MS1 annotation,4.000,[M+Na]+ [M+K]+ dm/z=15.9734
6720,6727,MS1 annotation,4.000,[M+NH4]+ [M+K]+ dm/z=20.9284
6727,6733,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
6732,6759,MS1 annotation,2.000,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.9939
6748,6750,MS1 annotation,3.000,[M+K]+ [M+H]+ dm/z=37.9554
6748,6749,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9818
6749,6750,MS1 annotation,3.000,[M+K]+ [M+Na]+ dm/z=15.9736
6755,6763,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9820
6808,6812,MS1 annotation,2.000,[2M-2H2O+2H]+2 [M+NH4]+ dm/z=35.0371
6852,6867,MS1 annotation,3.000,[M+K]+ [M+NH4]+ dm/z=20.9291
6852,6911,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
