CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
6728	6852	11	0.8922	2.015
6167	6183	11	0.8369	-2.016
6506	6722	11	0.9057	-2.016
6666	6722	11	0.9736	0.000
6892	7516	11	0.8596	0.000
5952	6042	11	0.9522	-179.080
6772	6860	11	0.8145	-48.021
6018	6192	11	0.9149	-17.027
6695	6709	11	0.9311	2.014
5933	5956	11	1.0	0.000
6317	7122	11	0.8848	2.016
6857	6860	11	0.8213	-189.042
6045	6192	11	0.8656	145.026
6547	6772	11	0.8386	-141.020
6088	6183	11	0.7632	-12.985
6167	6265	11	0.8543	-2.016
5625	5924	11	0.8589	75.980
6014	6044	11	0.9321	162.053
5901	5902	11	0.9704	-179.080
6182	6265	11	0.8472	18.010
6709	6860	11	0.8893	-48.021
6506	6572	11	0.9177	0.000
6695	6945	11	0.9316	-0.001
6572	6666	11	0.8436	-2.016
5944	7415	11	0.9253	141.020
6032	6722	11	0.8513	-262.230
6236	6541	11	0.882	21.985
6709	6853	11	0.9379	-2.014
6892	7415	11	0.9113	0.001
6709	6857	11	0.9101	141.020
6134	6387	11	0.7614	-2.017
6182	6262	11	0.9843	0.000
5901	6165	11	0.9403	-28.031
6158	6387	11	0.7328	-28.031
5851	5935	11	0.9399	-28.031
5944	5957	11	0.9495	0.000
6095	6387	11	0.838	46.005
6772	6945	11	0.8063	-2.015
7337	7415	11	0.9826	0.000
6506	6806	11	0.8647	21.985
6122	6182	11	0.8536	-2.016
6151	6253	11	0.861	-2.015
5625	5778	11	0.8028	-28.031
5901	6058	11	0.9477	0.001
6122	6167	11	0.8164	18.010
6032	6853	11	0.853	-238.229
6253	6365	11	0.9575	0.001
5625	5902	11	0.8822	75.979
6852	6853	11	0.8932	-2.015
6094	6317	11	0.8592	-0.000
6049	6058	11	1.0	0.000
6094	7188	11	0.8897	2.016
7122	7188	11	0.9938	0.000
6547	6860	11	0.8292	-189.042
6728	6853	11	0.9891	0.000
6088	6182	11	0.7195	-30.995
6709	6852	11	0.9425	0.001
5935	5954	11	1.0	0.000
6014	6020	11	0.9414	-17.026
5944	6032	11	0.9622	-2.015
6094	6322	11	0.8246	-126.008
6655	6905	11	0.8965	162.053
6709	6728	11	0.9404	-2.014
5851	5902	11	0.8991	162.052
5991	6892	11	0.8483	29.062
7415	7516	11	0.9301	-0.000
6852	6860	11	0.8412	-48.022
6695	6852	11	0.8867	2.014
5903	6054	11	0.8367	-30.046
6182	6187	11	0.8586	172.014
7415	7539	11	0.9909	-0.000
6695	6853	11	0.9941	-0.001
5924	6058	11	0.8997	179.080
6165	6191	11	0.999	-0.000
6785	6907	11	0.909	-0.002
5863	6655	11	0.8277	-232.183
5944	7188	11	0.928	141.020
6044	6191	11	0.9905	-0.000
6655	6785	11	0.8463	162.054
6506	6859	11	0.8504	26.015
6183	6265	11	0.9614	0.000
5902	6020	11	0.928	-28.031
6649	6787	11	0.9524	-0.000
6695	6728	11	0.9914	-0.001
6547	6709	11	0.9133	-141.020
6014	6042	11	0.9414	-17.027
5902	5926	11	0.9351	179.080
5952	6165	11	0.9518	-0.000
6892	7539	11	0.9255	0.000
6124	6711	11	0.828	-260.212
6165	6192	11	0.9253	-17.027
6379	6666	11	0.8284	-80.099
5863	5924	11	0.8813	162.053
6032	6666	11	0.8558	-262.230
5931	6165	11	0.9518	-0.000
6892	7122	11	0.9212	0.000
6018	6191	11	0.9923	-0.001
5306	5519	12	0.938	-0.000
4129	4316	12	0.9496	21.984
4129	4213	12	0.993	-0.000
4801	5557	12	0.8091	-39.981
4386	4871	12	0.9733	19.969
4275	4316	12	0.9904	0.000
2907	5557	12	0.7672	17.990
3708	4159	12	0.9118	-14.016
5519	5526	12	0.8307	-14.016
3285	3708	12	0.9909	0.000
4213	5108	12	0.9272	5.953
5298	5522	12	0.96	-0.000
4275	5592	12	0.9232	-42.046
5522	5628	12	0.9432	0.000
4801	5628	12	0.8402	139.099
5108	5617	12	0.9043	-26.016
4129	4159	12	0.9852	-0.000
4801	5439	12	0.8399	139.099
5628	5640	12	0.9333	0.000
4275	5108	12	0.9195	-16.031
5624	5731	12	0.9299	0.000
5439	5628	12	0.9759	-0.000
5522	5557	12	0.8414	-179.080
3349	5557	12	0.776	17.990
5433	5519	12	0.8173	15.995
4316	5592	12	0.9298	-42.046
5515	5592	12	0.9239	-12.000
5298	5640	12	0.9012	-0.000
3349	4386	12	0.8568	57.969
5313	5624	12	0.9623	-0.000
4316	5617	12	0.9078	-42.046
5522	5640	12	0.9376	0.000
4129	5515	12	0.9268	-8.063
4386	5640	12	0.8266	139.100
4129	5108	12	0.9275	5.953
4316	5108	12	0.9252	-16.031
5306	5628	12	0.8034	-30.010
4386	5628	12	0.8445	139.100
5313	5469	12	0.8678	0.000
5439	5519	12	0.8067	30.010
3673	5703	12	0.8665	-22.114
5519	5522	12	0.8434	-30.010
4159	4213	12	0.9888	0.000
4275	5515	12	0.9162	-30.047
5298	5439	12	0.9578	-0.000
5298	5728	12	0.8629	-0.000
5034	5108	12	1.0	-0.000
5108	5592	12	0.9177	-26.016
5640	5728	12	0.8589	0.000
5439	5728	12	0.892	-0.000
4129	5034	12	0.9275	5.953
4213	4316	12	0.9516	21.984
4801	4871	12	0.9733	19.968
5034	5617	12	0.9043	-26.016
5306	5640	12	0.8079	-30.010
3673	5108	12	0.9267	5.917
4213	4275	12	0.945	21.984
5526	5624	12	0.9539	0.000
4871	5557	12	0.8358	-59.949
2907	4386	12	0.8318	57.969
3673	4129	12	0.9062	-0.036
5469	5731	12	0.856	-0.000
3285	4159	12	0.9086	-14.016
4159	5592	12	0.9036	-20.062
4316	5034	12	0.9252	-16.031
5270	5743	12	0.8723	-14.016
4275	5617	12	0.9061	-42.046
3285	4129	12	0.9153	-14.015
5306	5727	12	0.8122	0.000
4159	4275	12	0.9394	21.984
5306	5313	12	0.7853	-14.016
2907	4801	12	0.8318	57.970
5515	5703	12	0.9162	-14.015
4159	5108	12	0.9265	5.953
4801	5522	12	0.8848	139.099
5469	5526	12	0.9128	-0.000
3673	4316	12	0.9015	21.948
5292	5617	12	0.8713	-2.016
4129	4275	12	0.9441	21.984
5439	5640	12	0.9216	-0.000
4386	5557	12	0.8091	-39.980
4386	5298	12	0.8603	139.101
5306	5624	12	0.7938	-14.016
3349	4871	12	0.8234	77.939
4871	5522	12	0.8934	119.131
3285	4213	12	0.9156	-14.016
5433	5743	12	0.823	-161.178
5270	5703	12	0.893	-14.016
5306	5439	12	0.8079	-30.010
4871	5298	12	0.8745	119.131
4159	5034	12	0.9265	5.953
5313	5526	12	0.9611	-0.000
4386	4801	12	1.0	0.001
4159	5515	12	0.9272	-8.062
4801	5640	12	0.8207	139.099
5519	5727	12	0.8494	0.000
5313	5731	12	0.8816	-0.000
5592	5617	12	0.9266	0.000
5034	5515	12	0.9738	-14.016
5108	5515	12	0.9738	-14.016
5469	5624	12	0.8754	-0.000
5439	5522	12	0.9462	-0.000
5298	5306	12	0.8259	30.010
3708	4129	12	0.9194	-14.016
5703	5743	12	0.9501	0.000
4386	5439	12	0.8441	139.100
5034	5592	12	0.9177	-26.016
